applicant_id,default_risk,loan_approval_status
8294,0.88,0
8295,0.75,0
8296,0.45,0
8297,0.51,1
8298,0.94,0
8299,0.51,1
8300,0.58,0
8301,0.1,1
8302,0.88,1
8303,0.57,0
8304,0.97,1
8305,0.41,1
8306,0.58,0
8307,0.42,1
8308,0.24,0
8309,0.79,0
8310,0.93,1
8311,0.3,1
8312,0.08,1
8313,0.99,1
8314,0.58,1
8315,0.81,1
8316,0.93,1
8317,0.65,0
8318,0.51,0
8319,0,0
8320,0.01,1
8321,0,1
8322,0.74,1
8323,0.4,1
8324,0.37,1
8325,0.77,1
8326,0.94,0
8327,0.55,1
8328,0.15,0
8329,0.81,0
8330,0.81,1
8331,1,0
8332,0.85,1
8333,0.65,0
8334,0.52,1
8335,0.27,0
8336,0.55,1
8337,0.39,0
8338,0.75,0
8339,0.18,1
8340,0.72,0
8341,0.8,1
8342,0.12,0
8343,0.85,1
8344,0.91,1
8345,0.9,0
8346,0.73,0
8347,0.06,0
8348,0.46,1
8349,1,1
8350,0.1,1
8351,0.36,0
8352,0.78,1
8353,0.41,0
8354,0.87,1
8355,0.97,1
8356,0.91,1
8357,0.29,1
8358,0.44,1
8359,0.74,1
8360,0,1
8361,0.85,0
8362,0.78,1
8363,0.1,0
8364,0.16,1
8365,0.94,1
8366,0.29,0
8367,0.38,1
8368,0.41,1
8369,0.73,1
8370,0.12,1
8371,0.72,1
8372,0.24,1
8373,0.85,1
8374,0.53,0
8375,0.04,0
8376,0.23,1
8377,0.44,1
8378,0.2,1
8379,0.8,0
8380,0.89,0
8381,0.23,1
8382,0.24,1
8383,0.21,1
8384,0.82,0
8385,0.52,1
8386,0.76,1
8387,0.28,0
8388,0.87,0
8389,0.51,1
8390,0.59,1
8391,0.89,0
8392,0.18,1
8393,0.04,0
8394,0.95,1
8395,0.06,0
8396,0.7,0
8397,0.39,1
8398,0.63,1
8399,0.88,0
8400,0.34,1
8401,0.72,0
8402,0.12,0
8403,0.15,1
8404,0.58,1
8405,0.32,1
8406,0.77,1
8407,0.13,1
8408,0.61,1
8409,0.76,1
8410,0.26,1
8411,0.5,1
8412,0.29,0
8413,0.72,0
8414,1,1
8415,0.97,1
8416,0.97,1
8417,0.82,0
8418,0.92,1
8419,0.5,0
8420,0.72,1
8421,0.14,1
8422,0.93,1
8423,0.8,1
8424,0.23,1
8425,0.52,0
8426,0.5,1
8427,0.04,1
8428,0.34,0
8429,0.15,1
8430,0.67,1
8431,0.96,1
8432,0.99,0
8433,0.76,1
8434,0.3,0
8435,0.07,1
8436,0.31,1
8437,0.24,1
8438,0.33,1
8439,0.14,1
8440,0.73,1
8441,0.91,1
8442,0.78,1
8443,0.72,1
8444,0.12,1
8445,0.22,1
8446,0.76,1
8447,0.83,1
8448,0.75,0
8449,0.25,1
8450,0.96,0
8451,0.23,1
8452,0.58,1
8453,0.17,1
8454,0.25,1
8455,0.5,1
8456,0.97,1
8457,0.7,1
8458,0.13,1
8459,0.46,0
8460,0.46,1
8461,0.44,0
8462,0.9,0
8463,0.73,0
8464,0.7,0
8465,0.95,0
8466,0.56,1
8467,0.21,1
8468,0.67,1
8469,0.72,1
8470,0.66,1
8471,0.98,1
8472,0.61,1
8473,0.14,1
8474,0.84,1
8475,0.08,0
8476,0.12,0
8477,0.1,1
8478,0.36,1
8479,0.93,0
8480,0.52,0
8481,0.14,1
8482,0.6,0
8483,0.55,0
8484,0.39,0
8485,0.66,0
8486,0.2,0
8487,0.44,1
8488,0.77,1
8489,0.8,1
8490,0.1,0
8491,0.38,0
8492,0.39,1
8493,0.13,1
8494,0.92,1
8495,0.08,1
8496,0.13,0
8497,0.57,0
8498,0.24,1
8499,0.78,1
8500,0.65,1
8501,0.8,0
8502,0.49,1
8503,0.93,1
8504,0.02,0
8505,0.23,0
8506,0.6,1
8507,0.89,1
8508,0.44,0
8509,0.42,0
8510,0.43,1
8511,0.93,1
8512,0.6,0
8513,0.36,0
8514,0.01,1
8515,0.56,1
8516,0.9,1
8517,0.53,0
8518,0.78,0
8519,0.16,1
8520,0.14,0
8521,0.89,1
8522,0.78,1
8523,0.35,0
8524,0.8,0
8525,0.08,1
8526,0.52,1
8527,0.88,1
8528,0.84,0
8529,0.37,0
8530,0.23,1
8531,0.87,0
8532,0.27,0
8533,0.82,1
8534,0.27,0
8535,0.98,1
8536,0.36,1
8537,0.26,0
8538,0.6,0
8539,0.36,0
8540,0.81,0
8541,0.73,1
8542,0.63,1
8543,0.42,0
8544,0.83,1
8545,0.31,0
8546,0.3,0
8547,0.09,0
8548,0.56,1
8549,0.7,1
8550,0.71,1
8551,0.86,0
8552,0.57,1
8553,0.03,1
8554,0.18,1
8555,0.56,0
8556,0.32,1
8557,0.86,1
8558,0.23,1
8559,0.26,0
8560,0.84,0
8561,0.58,1
8562,0.31,0
8563,0.92,1
8564,0.33,1
8565,0.13,0
8566,0.79,1
8567,0.46,0
8568,0.48,0
8569,0.06,1
8570,0.97,1
8571,0.27,1
8572,0.3,1
8573,0.27,1
8574,0.76,1
8575,0.93,0
8576,0.39,1
8577,0.38,0
8578,0.42,1
8579,0.69,1
8580,0.89,1
8581,0.66,1
8582,0.91,0
8583,0.58,0
8584,0.22,0
8585,0.81,0
8586,0.2,1
8587,0.52,1
8588,0.43,0
8589,0.9,1
8590,0.41,1
8591,0.81,0
8592,0.47,1
8593,0.35,0
8594,0.6,0
8595,0.36,0
8596,0.32,1
8597,0.97,1
8598,0.97,0
8599,0.73,1
8600,0.93,1
8601,0.87,1
8602,0.35,0
8603,0.83,0
8604,0.83,1
8605,0.77,1
8606,0.21,1
8607,0.64,1
8608,0.63,1
8609,0.8,1
8610,0.41,0
8611,0.59,1
8612,0.14,0
8613,0.09,1
8614,0.6,1
8615,0.33,1
8616,0.13,0
8617,0.41,0
8618,0.43,1
8619,0.79,1
8620,0.88,1
8621,0.51,0
8622,0.82,0
8623,0.61,0
8624,0.33,0
8625,0.71,1
8626,0.32,1
8627,0,1
8628,0.1,1
8629,0.48,1
8630,0.98,1
8631,0.11,1
8632,0.22,1
8633,0.18,0
8634,0.6,1
8635,0.74,0
8636,0.39,0
8637,0.96,0
8638,0.64,0
8639,0.96,1
8640,0.68,1
8641,0.04,0
8642,0.02,1
8643,0.04,1
8644,0.85,1
8645,0.53,0
8646,0.46,1
8647,0.76,1
8648,0.62,0
8649,0.24,0
8650,0.37,1
8651,0.84,1
8652,0.37,0
8653,0.55,1
8654,0.75,0
8655,0.15,1
8656,0.19,1
8657,0.92,1
8658,0.76,1
8659,0.66,1
8660,0.83,0
8661,1,1
8662,0.42,1
8663,0.32,1
8664,0.18,1
8665,0.51,0
8666,0.89,0
8667,0.5,0
8668,0.15,1
8669,0.86,1
8670,0.63,1
8671,0.54,0
8672,0.78,1
8673,0.25,1
8674,0.56,0
8675,0.71,1
8676,0.51,1
8677,0.44,1
8678,0.86,1
8679,0.01,1
8680,0.34,1
8681,0.98,1
8682,0.35,0
8683,0.96,1
8684,0.66,1
8685,0.03,1
8686,0.83,0
8687,0.38,1
8688,0.5,1
8689,0.76,1
8690,0.06,1
8691,0.02,1
8692,0.04,1
8693,0.71,1
8694,0.28,1
8695,0.08,1
8696,0.67,1
8697,0.29,0
8698,0.24,1
8699,0.52,1
8700,0.44,0
8701,0.06,0
8702,0.5,0
8703,0.86,1
8704,0.12,1
8705,0.65,1
8706,0.43,1
8707,0.03,0
8708,0.35,0
8709,0.55,1
8710,0.44,1
8711,0.6,0
8712,0.76,1
8713,0.62,1
8714,0.88,1
8715,0.23,0
8716,0.89,0
8717,0.25,1
8718,0.79,1
8719,0.66,0
8720,0.59,1
8721,0.34,1
8722,0.03,0
8723,0.54,1
8724,0.66,1
8725,0.34,0
8726,0.63,0
8727,0.2,1
8728,0.6,0
8729,0.21,1
8730,0.07,1
8731,0.91,1
8732,0.25,0
8733,0.04,1
8734,0.55,1
8735,0.21,1
8736,0.68,0
8737,0.28,1
8738,0.47,1
8739,0.6,1
8740,0.73,0
8741,0.38,1
8742,0.04,1
8743,0.18,1
8744,0.68,1
8745,0.92,1
8746,0.13,0
8747,0.44,1
8748,0.86,1
8749,0.76,1
8750,0.9,1
8751,0.27,0
8752,0.92,1
8753,0.45,1
8754,0.19,1
8755,0.6,0
8756,0.74,0
8757,0.73,1
8758,0.69,1
8759,0.27,1
8760,0.32,1
8761,0.43,1
8762,0.89,1
8763,0.87,1
8764,0.08,0
8765,0.58,0
8766,0.48,1
8767,0.23,0
8768,0.06,1
8769,0.41,0
8770,0.39,1
8771,0.54,0
8772,0.17,1
8773,0.19,1
8774,0.69,1
8775,0.86,0
8776,0.28,1
8777,0.29,0
8778,0.8,1
8779,0.03,0
8780,0.85,1
8781,0.07,1
8782,0.55,0
8783,0.84,1
8784,0.65,1
8785,0.28,1
8786,0.79,1
8787,0.35,1
8788,0.82,0
8789,0.93,1
8790,0.91,1
8791,0.09,0
8792,0.47,1
8793,0.85,1
8794,0.2,0
8795,0.98,1
8796,0.73,1
8797,0.34,1
8798,0.27,1
8799,0.89,1
8800,0.65,0
8801,0.84,1
8802,0.73,1
8803,0.63,1
8804,0.68,0
8805,0.17,0
8806,0.99,1
8807,0.42,1
8808,0.08,0
8809,0.66,0
8810,0.87,1
8811,0.05,1
8812,0.76,0
8813,0.18,0
8814,0.04,1
8815,0.19,1
8816,0.04,0
8817,0.06,0
8818,0.14,1
8819,0.53,0
8820,0.1,1
8821,0.43,1
8822,0.49,1
8823,0.33,0
8824,0.72,1
8825,0.27,0
8826,0.61,0
8827,0.4,1
8828,0.41,1
8829,0.81,1
8830,0.03,0
8831,0.66,1
8832,0.76,1
8833,0.73,1
8834,0.35,1
8835,0.82,0
8836,0.2,1
8837,0.42,1
8838,0.03,1
8839,0.01,1
8840,0.39,1
8841,0.45,1
8842,0.86,0
8843,0.92,1
8844,0.73,0
8845,0.63,1
8846,0.83,0
8847,0.17,0
8848,0.9,1
8849,0.32,1
8850,0.09,1
8851,0.65,0
8852,0.25,1
8853,0.46,1
8854,0.75,1
8855,0.28,1
8856,0.13,1
8857,0.49,1
8858,0.62,1
8859,0.73,1
8860,0.17,1
8861,0.11,1
8862,0.7,0
8863,0.55,0
8864,0.05,1
8865,0.96,1
8866,0.33,1
8867,0.75,1
8868,0.03,1
8869,0.73,1
8870,0.57,1
8871,0.93,0
8872,1,1
8873,0.3,0
8874,0.78,1
8875,0.19,0
8876,0.49,1
8877,0.01,0
8878,0.32,0
8879,0.08,1
8880,0.48,1
8881,1,1
8882,0.35,0
8883,0.1,1
8884,0.13,1
8885,0,0
8886,0.8,1
8887,0.16,0
8888,0.02,1
8889,0.87,1
8890,0.07,1
8891,0.02,1
8892,0.39,0
8893,0.9,0
8894,0.63,1
8895,0.16,1
8896,0.16,1
8897,0.72,1
8898,0.84,1
8899,0.14,1
8900,0.68,0
8901,0.5,1
8902,0.87,0
8903,0.19,0
8904,0.64,0
8905,0.81,1
8906,0.51,1
8907,0.67,1
8908,0.86,0
8909,0.91,0
8910,0.7,0
8911,0.09,0
8912,0.08,0
8913,0.32,0
8914,0.32,1
8915,0.57,1
8916,0.57,1
8917,0.81,1
8918,0.12,0
8919,0.52,1
8920,0.71,1
8921,0.63,1
8922,0.66,1
8923,0.36,1
8924,0.45,0
8925,0.36,1
8926,0.54,1
8927,0.19,1
8928,0.35,1
8929,0.27,1
8930,0.3,0
8931,0.82,1
8932,0.81,0
8933,0.22,1
8934,0.06,1
8935,0.44,1
8936,0.91,0
8937,0.85,1
8938,0.77,0
8939,0.2,1
8940,0.75,1
8941,0.65,1
8942,0.07,1
8943,0.37,0
8944,0.4,0
8945,0.7,1
8946,0.74,0
8947,0.54,1
8948,0.32,0
8949,0.78,0
8950,0.48,1
8951,0.96,1
8952,0.26,0
8953,0.92,0
8954,0.47,1
8955,0.85,1
8956,0.58,1
8957,0.7,1
8958,0.53,0
8959,0.12,1
8960,0.67,0
8961,0.79,0
8962,0.29,1
8963,0.67,1
8964,0.69,1
8965,0.91,1
8966,0.63,1
8967,0.82,1
8968,0.47,0
8969,0.23,0
8970,1,1
8971,0.77,1
8972,0.48,1
8973,0.76,0
8974,0.29,1
8975,0.91,1
8976,0.15,1
8977,0.46,1
8978,0.6,0
8979,0.44,0
8980,0.81,1
8981,0.81,0
8982,0.19,1
8983,0.14,1
8984,0.34,1
8985,0.92,1
8986,0.6,1
8987,0.77,0
8988,0.18,0
8989,0.88,0
8990,0.84,0
8991,0.4,1
8992,0.72,1
8993,0.54,1
8994,0.63,1
8995,0.59,1
8996,0.08,1
8997,0.58,1
8998,0.42,0
8999,0.48,1
9000,0.71,0
9001,0.19,0
9002,0.35,1
9003,0.97,0
9004,0.66,1
9005,0.25,1
9006,0.16,0
9007,0.26,1
9008,0.11,1
9009,0.69,1
9010,0.7,1
9011,0.82,0
9012,0.55,1
9013,0.04,1
9014,0.52,1
9015,0.03,1
9016,0.01,1
9017,0.22,1
9018,0.84,0
9019,0.21,1
9020,0.26,0
9021,0.21,0
9022,0.22,0
9023,0.7,1
9024,0.98,1
9025,0.68,1
9026,0.78,1
9027,0.09,1
9028,0.7,1
9029,0.41,0
9030,0.46,0
9031,0.9,1
9032,0.78,0
9033,0.54,1
9034,0.54,0
9035,0.05,0
9036,0.75,0
9037,0.25,1
9038,0.27,0
9039,0.81,0
9040,0.26,1
9041,0.36,1
9042,0.4,1
9043,0.08,0
9044,0.44,0
9045,0.95,1
9046,0.29,1
9047,0.66,0
9048,0.15,1
9049,0.18,0
9050,0.1,1
9051,0.22,1
9052,0.11,0
9053,0.65,1
9054,0.95,1
9055,0.38,0
9056,0.5,0
9057,0.24,0
9058,0.41,1
9059,0.12,1
9060,0.35,1
9061,0.71,0
9062,0.82,0
9063,0.05,0
9064,0.54,0
9065,0.35,1
9066,0.93,1
9067,0.72,1
9068,0.77,0
9069,0.92,1
9070,0.52,1
9071,0.81,0
9072,0.23,0
9073,0.99,1
9074,0.9,0
9075,0.23,1
9076,0.43,0
9077,0.68,1
9078,0.59,0
9079,0.74,0
9080,0.88,0
9081,0.96,1
9082,0.74,1
9083,0.47,1
9084,0.69,0
9085,0.55,0
9086,0.83,0
9087,0.59,1
9088,0.57,0
9089,0.88,1
9090,0.9,1
9091,0.76,1
9092,0.11,1
9093,0.13,1
9094,0.2,0
9095,0.23,1
9096,0.88,0
9097,0.7,1
9098,0.42,0
9099,0.1,0
9100,0.5,1
9101,0.78,1
9102,0.57,0
9103,0.63,1
9104,0.08,0
9105,0.11,1
9106,0.6,1
9107,0.23,1
9108,0.87,0
9109,0.75,1
9110,0.36,0
9111,0.91,0
9112,0.55,1
9113,0.69,1
9114,0.46,1
9115,0.39,1
9116,0.16,1
9117,0.75,1
9118,0.82,0
9119,0.18,0
9120,0.14,1
9121,0.56,0
9122,0.68,1
9123,0.54,1
9124,0.29,0
9125,0.96,1
9126,0.97,0
9127,0.8,1
9128,0.17,1
9129,0.38,0
9130,0.58,0
9131,0.55,1
9132,0.08,1
9133,0.02,1
9134,0.19,1
9135,0.79,0
9136,0.12,1
9137,0.03,1
9138,0.87,1
9139,0.32,1
9140,0.82,1
9141,0.98,1
9142,0.88,1
9143,0.91,1
9144,0.62,1
9145,0.69,0
9146,0.64,1
9147,0.8,1
9148,0.76,0
9149,0.34,0
9150,0.46,1
9151,0.79,1
9152,0.16,1
9153,0.43,1
9154,0.45,1
9155,0.12,1
9156,1,1
9157,0.8,0
9158,0.83,1
9159,0,1
9160,0.65,1
9161,0.12,0
9162,0.05,1
9163,0.52,0
9164,0.7,1
9165,0.13,1
9166,0.2,0
9167,0.22,0
9168,1,1
9169,0.49,1
9170,0.68,1
9171,0.5,1
9172,0.5,0
9173,0.93,1
9174,0.07,0
9175,0.57,0
9176,0.93,1
9177,0.54,1
9178,0.55,0
9179,0.26,1
9180,0.91,1
9181,0.93,1
9182,0.49,1
9183,0.92,1
9184,0.79,1
9185,0.22,0
9186,0.47,0
9187,0.42,1
9188,0.98,1
9189,0.87,0
9190,0.34,0
9191,0.98,0
9192,0.63,1
9193,0.77,0
9194,0.79,0
9195,0.99,0
9196,0.1,1
9197,0.26,1
9198,0.54,0
9199,0.1,1
9200,0.88,0
9201,0.46,0
9202,0.13,1
9203,0.17,0
9204,0.9,1
9205,0.14,0
9206,0.65,1
9207,0.64,1
9208,0.86,1
9209,0.24,0
9210,0.49,1
9211,0.57,0
9212,0.18,0
9213,0.76,1
9214,0.29,1
9215,0.22,1
9216,0.07,0
9217,0.34,1
9218,0.03,0
9219,0.02,1
9220,0.96,1
9221,0.11,1
9222,0.58,1
9223,0.19,1
9224,0.44,0
9225,0.97,0
9226,0.64,0
9227,0.29,1
9228,0.1,0
9229,0.59,1
9230,1,0
9231,0.21,1
9232,0.46,0
9233,0.63,0
9234,0.87,1
9235,0.28,1
9236,0.14,1
9237,0.85,1
9238,0.18,1
9239,0.58,1
9240,0.35,0
9241,0.97,0
9242,0.99,1
9243,0.1,1
9244,0.74,0
9245,0.87,1
9246,0.67,0
9247,0.94,1
9248,0.02,1
9249,0.67,1
9250,0.97,1
9251,0.6,1
9252,0.72,1
9253,0.87,1
9254,0.91,1
9255,0.95,0
9256,0.77,1
9257,0.64,0
9258,0.47,1
9259,0.7,0
9260,0.26,1
9261,0.95,1
9262,0.92,0
9263,0.42,1
9264,0.48,1
9265,0.24,0
9266,0.28,1
9267,0.84,1
9268,0.23,0
9269,0.53,0
9270,0.7,1
9271,0.28,1
9272,0.36,1
9273,0.75,1
9274,0.75,1
9275,0.41,0
9276,0.96,1
9277,0.12,1
9278,0.05,1
9279,0.02,1
9280,0.99,1
9281,0.7,0
9282,0.77,0
9283,0.58,0
9284,0.85,1
9285,0.26,0
9286,0.89,0
9287,0.18,1
9288,0.12,0
9289,0.89,1
9290,0.22,1
9291,0.7,1
9292,0.47,1
9293,0.62,1
9294,0.52,1
9295,1,0
9296,0.66,0
9297,0.32,0
9298,0.24,0
9299,0.75,0
9300,0.52,1
9301,0.5,1
9302,0.29,1
9303,0.87,0
9304,0.07,1
9305,0.16,1
9306,0.26,1
9307,0.9,1
9308,0.41,0
9309,0.35,1
9310,0.03,1
9311,0.01,1
9312,0.36,1
9313,0.34,0
9314,0.95,0
9315,0.45,1
9316,0.72,1
9317,0.87,0
9318,0.77,1
9319,0.92,1
9320,0.91,0
9321,0.34,1
9322,0.44,0
9323,0.58,0
9324,0.81,1
9325,0.9,1
9326,0.73,0
9327,0.05,0
9328,0.29,0
9329,0.16,1
9330,0.65,0
9331,0.6,1
9332,0.92,0
9333,0.7,1
9334,0.17,0
9335,0.29,1
9336,0.63,1
9337,0.46,1
9338,0.04,0
9339,0.73,1
9340,0.78,1
9341,0.82,1
9342,0.6,1
9343,0.75,0
9344,0.62,0
9345,0.77,1
9346,0.1,0
9347,0.04,0
9348,0.04,0
9349,0.12,1
9350,0.18,0
9351,0.1,0
9352,0.87,1
9353,0.55,0
9354,0.7,1
9355,0.49,1
9356,0.91,0
9357,0.53,0
9358,0.98,1
9359,0.59,0
9360,0.89,1
9361,0.73,1
9362,0.49,1
9363,0.98,1
9364,0.41,1
9365,0.28,0
9366,0.65,1
9367,0.2,1
9368,0.71,1
9369,0.66,0
9370,0.46,1
9371,0.54,0
9372,0.67,1
9373,0.18,1
9374,0.39,0
9375,0.89,1
9376,0.38,1
9377,0.58,1
9378,0.91,1
9379,0.51,0
9380,0.39,1
9381,0.2,0
9382,0.08,1
9383,0.18,1
9384,0.78,1
9385,0.58,1
9386,0.96,0
9387,0.41,1
9388,0.93,0
9389,0.7,1
9390,0.98,0
9391,0.85,0
9392,0.22,0
9393,0.19,1
9394,0.64,1
9395,0.47,1
9396,0.1,1
9397,0.67,0
9398,0.87,1
9399,0.68,1
9400,0.05,1
9401,0.39,1
9402,0.45,1
9403,0.29,0
9404,1,1
9405,0.66,1
9406,0.7,1
9407,0.01,1
9408,0.28,1
9409,0.89,1
9410,0.01,0
9411,0.53,1
9412,0.77,1
9413,0.96,0
9414,0.26,1
9415,0.98,1
9416,0.68,1
9417,0.58,1
9418,0.64,1
9419,0.65,0
9420,0.86,1
9421,0.77,0
9422,0.32,1
9423,0.68,1
9424,0.41,1
9425,0.17,0
9426,0.6,0
9427,0.21,1
9428,0.98,0
9429,0.59,1
9430,0.43,0
9431,0.94,0
9432,0.06,1
9433,0.78,0
9434,0.45,1
9435,0.66,1
9436,0.84,1
9437,0.55,0
9438,0.52,1
9439,0.98,1
9440,0.03,0
9441,0.43,1
9442,0.83,1
9443,0.7,0
9444,0.95,1
9445,0.05,1
9446,0.61,0
9447,0.07,0
9448,0.37,0
9449,0.61,1
9450,0.35,1
9451,0.47,1
9452,0.07,1
9453,0.16,1
9454,0.68,1
9455,0.09,0
9456,0.62,1
9457,0.71,1
9458,0.73,0
9459,0.18,1
9460,0.11,1
9461,0.24,1
9462,0.6,1
9463,0.59,0
9464,0.05,1
9465,0.09,0
9466,0.9,0
9467,0.47,0
9468,0.6,1
9469,0.8,1
9470,0.24,1
9471,0.41,0
9472,0.96,1
9473,0.71,0
9474,0.08,1
9475,0.15,0
9476,0.62,0
9477,0.25,0
9478,0.59,0
9479,0.53,1
9480,0.31,1
9481,0.03,1
9482,0.32,1
9483,0.84,1
9484,0.79,0
9485,0.17,0
9486,0.95,1
9487,0.63,1
9488,0.93,1
9489,0.47,1
9490,0.82,1
9491,0.05,1
9492,0.07,1
9493,0.32,0
9494,0.37,1
9495,0.37,1
9496,0.95,1
9497,0.06,1
9498,0.82,1
9499,0.75,0
9500,0.2,1
9501,0.33,1
9502,0.56,0
9503,0.42,1
9504,0.2,0
9505,0.18,1
9506,0.22,1
9507,0.6,1
9508,0.38,1
9509,0.87,0
9510,0.06,1
9511,0.25,1
9512,0.36,1
9513,0.96,1
9514,0.29,1
9515,0.01,1
9516,0.31,1
9517,0.08,1
9518,0.89,0
9519,0.19,1
9520,0.53,1
9521,0.84,1
9522,0.05,1
9523,0.99,0
9524,0.97,1
9525,0.63,0
9526,0.95,0
9527,0.97,0
9528,0.55,1
9529,0.64,1
9530,0.73,0
9531,0.41,1
9532,0.88,0
9533,0.71,1
9534,0.99,0
9535,0.46,1
9536,0.95,1
9537,0.18,1
9538,0.49,0
9539,0.62,0
9540,0.27,1
9541,0.92,0
9542,0.06,1
9543,0.25,1
9544,0.54,1
9545,0.87,0
9546,0.98,1
9547,0.95,1
9548,0.12,1
9549,0.63,1
9550,0.72,1
9551,0.36,0
9552,0.4,0
9553,0.29,0
9554,0.78,1
9555,0.23,1
9556,0.5,0
9557,0.81,1
9558,0.9,0
9559,0.67,1
9560,0.73,1
9561,0.33,0
9562,0.07,1
9563,0.83,1
9564,0.74,1
9565,0.09,1
9566,0.28,1
9567,0.97,1
9568,0.07,0
9569,1,1
9570,0.03,0
9571,0.37,1
9572,0.26,1
9573,0.63,1
9574,0.55,1
9575,0.89,1
9576,0.29,1
9577,0.38,0
9578,0.36,0
9579,0.66,1
9580,0.42,1
9581,0.89,1
9582,0.34,1
9583,0.06,1
9584,0.21,1
9585,0.36,0
9586,0.16,1
9587,0.97,0
9588,0.31,1
9589,0.43,1
9590,0.51,0
9591,0.92,1
9592,0.32,1
9593,0.96,0
9594,0.27,1
9595,0.24,1
9596,0.55,1
9597,0.78,1
9598,0.77,1
9599,0.84,0
9600,0.87,1
9601,0.41,1
9602,0.92,0
9603,0.8,1
9604,0.63,1
9605,0.46,1
9606,0.33,0
9607,0.44,1
9608,0.15,1
9609,0.58,1
9610,0.72,0
9611,0.14,1
9612,0.88,1
9613,0.18,0
9614,0.38,1
9615,0.71,0
9616,0.15,1
9617,0.05,1
9618,0.67,0
9619,0.6,0
9620,0.86,1
9621,0.46,1
9622,0.43,1
9623,0.42,0
9624,0.88,0
9625,0.23,0
9626,0.58,0
9627,0.2,1
9628,0.1,0
9629,0.46,1
9630,0.92,1
9631,0.38,1
9632,0.99,1
9633,0.06,0
9634,0.52,1
9635,0.43,1
9636,0.95,1
9637,0.99,0
9638,0.37,1
9639,0.61,1
9640,0.87,0
9641,0.12,1
9642,0.85,0
9643,0.32,1
9644,0.34,1
9645,0.12,1
9646,0.11,1
9647,0.93,1
9648,0.2,1
9649,0.03,0
9650,0.44,1
9651,0.23,1
9652,0.26,0
9653,0.14,1
9654,0.41,1
9655,0.59,0
9656,0.04,0
9657,0.26,0
9658,0.86,1
9659,0.12,1
9660,0.64,0
9661,0.17,1
9662,0.74,1
9663,0.47,1
9664,0.28,1
9665,0.27,1
9666,0.5,0
9667,0.47,1
9668,0.88,0
9669,0.44,0
9670,0.5,0
9671,0.59,0
9672,0.41,1
9673,0.5,1
9674,0.26,1
9675,0.91,1
9676,0.58,0
9677,0.31,0
9678,0.13,1
9679,0.2,1
9680,0.03,1
9681,0.07,1
9682,0.25,1
9683,0.35,1
9684,0.31,0
9685,0.37,0
9686,0.86,1
9687,0.02,1
9688,0.3,1
9689,0.78,1
9690,0.65,0
9691,0.95,1
9692,0,0
9693,0.6,1
9694,0.82,0
9695,0.55,1
9696,0.88,1
9697,0.67,1
9698,0.12,0
9699,0.96,1
9700,0.57,0
9701,0.17,0
9702,0.74,1
9703,0.6,0
9704,0.9,1
9705,0.14,1
9706,0.89,1
9707,0.09,1
9708,0.75,0
9709,0.97,0
9710,0.51,0
9711,0.88,1
9712,0.49,0
9713,0.04,1
9714,0.76,1
9715,0.93,1
9716,0.38,1
9717,0.65,1
9718,0.93,0
9719,0.91,1
9720,0.03,0
9721,0.88,0
9722,0.56,1
9723,0.26,0
9724,0.54,0
9725,0.75,0
9726,0.1,0
9727,0.05,0
9728,0.31,1
9729,0.85,1
9730,0.32,1
9731,0.05,1
9732,0.86,0
9733,0.09,1
9734,0.56,0
9735,0.8,1
9736,0,1
9737,0.91,0
9738,0.99,1
9739,0.78,1
9740,0.62,1
9741,0.43,1
9742,0.73,1
9743,0.21,0
9744,0.28,1
9745,0.92,1
9746,0.64,1
9747,0.61,0
9748,0.32,1
9749,0.68,1
9750,0.79,0
9751,0.38,1
9752,0.25,1
9753,0.68,1
9754,0,0
9755,0.1,1
9756,0.5,1
9757,0.17,1
9758,0.14,0
9759,0.77,1
9760,0.57,0
9761,0.05,0
9762,0.08,1
9763,0.56,0
9764,0.91,0
9765,0.47,0
9766,0.87,1
9767,0.88,1
9768,0.52,1
9769,0.62,1
9770,0.04,1
9771,1,0
9772,0.72,1
9773,0.82,1
9774,0.53,0
9775,0.12,0
9776,0.52,0
9777,0.55,1
9778,0.37,0
9779,0.25,1
9780,0.14,1
9781,0.88,1
9782,0.53,0
9783,0.3,1
9784,0.82,0
9785,0.96,1
9786,0.08,0
9787,0.26,1
9788,0.1,1
9789,0.54,1
9790,0.69,0
9791,0.88,1
9792,0.6,1
9793,0.64,1
9794,0.74,1
9795,0.16,1
9796,0.78,1
9797,0.21,0
9798,0.05,0
9799,0.89,1
9800,0.52,1
9801,0.61,0
9802,0.35,1
9803,0.73,1
9804,0.83,1
9805,0.41,1
9806,0.48,0
9807,0.92,0
9808,0.39,1
9809,0.66,0
9810,0.29,1
9811,0.16,1
9812,0.73,0
9813,0.18,1
9814,0.07,0
9815,0.91,1
9816,0.41,0
9817,0.39,1
9818,0.46,1
9819,0.59,1
9820,0.02,1
9821,0.78,1
9822,0.21,0
9823,0.06,1
9824,0.73,1
9825,0.01,1
9826,0.57,0
9827,0.8,0
9828,0.91,1
9829,0.51,0
9830,0.68,1
9831,0.95,1
9832,0.6,0
9833,0.24,1
9834,0.99,0
9835,0.12,1
9836,0.32,0
9837,0.25,1
9838,0.99,1
9839,0.81,0
9840,0.62,0
9841,0.19,1
9842,0.45,0
9843,0.75,1
9844,0.58,0
9845,0.98,1
9846,0.82,0
9847,0.23,0
9848,0.23,1
9849,0.55,1
9850,0.37,1
9851,0,1
