applicant_id,gender,age,marital_status,dependents,education,employment_status,occupation_type,residential_status,address_state
8954,Female,35,Single,1,Graduate,Employed,Business,Rent,AZ
8955,Male,35,Single,3,Graduate,Self-Employed,Freelancer,Own,GA
8956,Male,43,Married,3,Graduate,Self-Employed,Business,Own,KY
8957,Female,36,Married,3,High School,Employed,Professional,Rent,MI
8958,Female,22,Married,1,High School,Self-Employed,Professional,Own,TX
8959,Female,34,Married,2,Graduate,Employed,Salaried,Rent,OH
8960,Female,19,Married,3,High School,Employed,Salaried,Rent,VA
8961,Female,36,Married,3,High School,Employed,Freelancer,Rent,CT
8962,Female,38,Married,3,High School,Self-Employed,Freelancer,Own,OH
8963,Male,39,Divorced,2,Graduate,Self-Employed,Professional,Own,NV
8964,Male,46,Married,1,High School,Employed,Professional,Own,NY
8965,Male,27,Married,2,High School,Employed,Professional,Own,IL
8966,Female,39,Single,3,High School,Self-Employed,Freelancer,Own,CA
8967,Male,41,Married,2,Graduate,Employed,Salaried,Own,NC
8968,Female,20,Married,1,Graduate,Self-Employed,Professional,Other,MA
8969,Male,33,Divorced,3,High School,Self-Employed,Professional,Own,AL
8970,Female,31,Married,3,Graduate,Employed,Professional,Own,CA
8971,Male,44,Married,3,High School,Unemployed,Freelancer,Own,VA
8972,Male,36,Single,0,Graduate,Unemployed,Professional,Own,FL
8973,Female,31,Married,1,Postgraduate,Employed,Freelancer,Other,WV
8974,Female,46,Single,3,Graduate,Employed,Professional,Own,FL
8975,Female,42,Married,3,Postgraduate,Employed,Freelancer,Own,TX
8976,Female,26,Married,0,High School,Self-Employed,Professional,Rent,IL
8977,Male,40,Single,2,Graduate,Self-Employed,Freelancer,Rent,MO
8978,Female,28,Divorced,0,High School,Unemployed,Business,Own,NJ
8979,Female,43,Single,3,High School,Self-Employed,Professional,Own,IL
8980,Female,30,Married,0,Graduate,Unemployed,Professional,Own,NJ
8981,Male,37,Married,2,High School,Self-Employed,Business,Rent,NY
8982,Female,48,Married,1,Graduate,Unemployed,Freelancer,Own,AL
8983,Female,31,Single,1,High School,Self-Employed,Freelancer,Other,OR
8984,Male,37,Married,3,Graduate,Employed,Freelancer,Rent,MA
8985,Female,30,Single,2,Graduate,Self-Employed,Freelancer,Rent,DC
8986,Female,32,Single,0,Graduate,Self-Employed,Freelancer,Own,FL
8987,Female,29,Single,2,Graduate,Self-Employed,Salaried,Rent,VA
8988,Male,18,Single,1,High School,Employed,Professional,Rent,GA
8989,Female,69,Married,0,Graduate,Employed,Freelancer,Own,MD
8990,Female,26,Single,3,Graduate,Employed,Salaried,Own,PA
8991,Male,30,Single,2,High School,Self-Employed,Salaried,Own,TX
8992,Male,33,Married,1,Graduate,Self-Employed,Business,Own,AZ
8993,Male,48,Single,1,Postgraduate,Unemployed,Business,Rent,PA
8994,Male,33,Married,0,Postgraduate,Employed,Freelancer,Own,AL
8995,Female,30,Single,1,High School,Employed,Business,Own,IL
8996,Female,33,Single,3,Graduate,Employed,Salaried,Rent,FL
8997,Male,46,Married,2,High School,Employed,Salaried,Other,FL
8998,Male,54,Married,0,Graduate,Employed,Freelancer,Own,LA
8999,Female,40,Single,3,Postgraduate,Self-Employed,Freelancer,Rent,IL
9000,Male,52,Married,0,Postgraduate,Employed,Freelancer,Own,NY
9001,Male,45,Single,2,Graduate,Unemployed,Business,Own,CA
9002,Female,36,Single,0,Postgraduate,Self-Employed,Salaried,Other,WY
9003,Male,29,Single,3,High School,Unemployed,Professional,Rent,KS
9004,Female,43,Married,0,Graduate,Employed,Business,Rent,NJ
9005,Female,49,Single,3,Graduate,Self-Employed,Salaried,Other,GA
9006,Male,33,Single,3,Postgraduate,Employed,Freelancer,Other,OR
9007,Male,43,Single,0,High School,Self-Employed,Salaried,Own,CT
9008,Male,43,Single,1,High School,Self-Employed,Business,Rent,IL
9009,Female,45,Married,3,Graduate,Employed,Freelancer,Own,NY
9010,Male,41,Married,1,Graduate,Unemployed,Salaried,Own,TX
9011,Male,25,Single,0,Graduate,Self-Employed,Professional,Other,VT
9012,Female,26,Married,0,High School,Employed,Business,Rent,OH
9013,Female,46,Married,1,Graduate,Self-Employed,Business,Own,NY
9014,Male,42,Married,1,High School,Unemployed,Professional,Own,CT
9015,Female,26,Single,0,High School,Unemployed,Freelancer,Own,AL
9016,Female,30,Married,2,High School,Employed,Business,Other,GA
9017,Male,49,Single,2,High School,Unemployed,Freelancer,Own,OR
9018,Female,69,Married,2,High School,Self-Employed,Salaried,Rent,LA
9019,Male,43,Single,0,High School,Unemployed,Freelancer,Own,PA
9020,Female,26,Married,2,High School,Unemployed,Freelancer,Own,AL
9021,Male,42,Married,2,Graduate,Unemployed,Business,Rent,OH
9022,Male,65,Married,1,High School,Employed,Salaried,Own,TX
9023,Male,37,Single,1,High School,Self-Employed,Freelancer,Own,VA
9024,Female,39,Single,0,High School,Self-Employed,Business,Own,PA
9025,Female,26,Single,2,Graduate,Unemployed,Salaried,Own,MI
9026,Female,47,Single,2,Graduate,Unemployed,Salaried,Rent,NC
9027,Male,37,Single,3,High School,Employed,Freelancer,Own,TX
9028,Male,30,Single,0,High School,Unemployed,Salaried,Own,MI
9029,Female,56,Married,3,High School,Self-Employed,Business,Rent,TX
9030,Male,43,Married,1,High School,Unemployed,Freelancer,Own,AL
9031,Male,26,Married,1,High School,Self-Employed,Freelancer,Rent,WV
9032,Female,54,Married,3,Graduate,Unemployed,Business,Rent,GA
9033,Male,38,Married,1,High School,Unemployed,Business,Rent,FL
9034,Female,40,Single,2,High School,Employed,Salaried,Own,SC
9035,Female,39,Single,2,High School,Employed,Business,Other,NH
9036,Male,19,Single,0,Graduate,Self-Employed,Professional,Other,CT
9037,Female,30,Single,0,High School,Self-Employed,Professional,Own,TX
9038,Female,42,Married,3,High School,Unemployed,Salaried,Own,AL
9039,Male,61,Married,0,Graduate,Self-Employed,Salaried,Own,AZ
9040,Female,32,Single,3,Postgraduate,Self-Employed,Salaried,Own,NY
9041,Female,35,Married,0,High School,Unemployed,Professional,Other,TX
9042,Male,29,Single,3,Graduate,Employed,Professional,Own,CA
9043,Male,54,Single,2,Graduate,Employed,Business,Rent,IL
9044,Female,44,Married,1,Graduate,Employed,Professional,Own,MA
9045,Female,36,Single,2,Postgraduate,Employed,Business,Own,TX
9046,Female,40,Single,2,Graduate,Employed,Freelancer,Rent,TX
9047,Male,45,Married,3,Graduate,Employed,Freelancer,Rent,AL
9048,Female,29,Married,2,High School,Unemployed,Freelancer,Own,MA
9049,Female,67,Single,2,High School,Self-Employed,Freelancer,Own,AZ
9050,Male,45,Divorced,1,High School,Unemployed,Professional,Other,NY
9051,Female,45,Married,3,Graduate,Self-Employed,Freelancer,Own,VA
9052,Male,26,Married,1,Graduate,Self-Employed,Freelancer,Rent,NV
9053,Male,45,Single,2,High School,Unemployed,Salaried,Own,NY
9054,Male,32,Married,0,High School,Unemployed,Freelancer,Own,NY
9055,Male,38,Married,3,Graduate,Self-Employed,Professional,Own,MN
9056,Female,48,Single,3,Graduate,Employed,Professional,Own,NC
9057,Male,38,Single,2,Postgraduate,Employed,Salaried,Own,WA
9058,Male,27,Single,2,Graduate,Employed,Business,Own,AL
9059,Male,39,Single,3,High School,Unemployed,Freelancer,Own,VA
9060,Male,45,Single,0,High School,Self-Employed,Freelancer,Rent,OK
9061,Female,46,Divorced,1,Postgraduate,Self-Employed,Professional,Rent,MN
9062,Female,49,Single,0,Postgraduate,Employed,Salaried,Rent,TX
9063,Male,66,Married,0,High School,Employed,Salaried,Other,VA
9064,Female,37,Married,1,Graduate,Self-Employed,Business,Own,TX
9065,Male,39,Married,2,Graduate,Employed,Professional,Own,MO
9066,Male,26,Married,0,Graduate,Employed,Salaried,Own,VA
9067,Female,41,Single,1,Graduate,Unemployed,Business,Own,CA
9068,Male,25,Single,0,Postgraduate,Employed,Professional,Own,VA
9069,Female,25,Married,2,High School,Self-Employed,Freelancer,Own,PA
9070,Male,39,Divorced,0,Graduate,Employed,Freelancer,Rent,CA
9071,Male,56,Married,3,High School,Employed,Freelancer,Rent,NY
9072,Male,32,Married,1,Postgraduate,Self-Employed,Business,Own,TX
9073,Female,44,Married,0,High School,Unemployed,Professional,Own,GA
9074,Male,44,Married,3,Postgraduate,Unemployed,Professional,Own,GA
9075,Male,31,Married,1,Graduate,Employed,Freelancer,Own,CA
9076,Male,53,Married,3,High School,Employed,Business,Own,IL
9077,Female,60,Married,1,Graduate,Self-Employed,Business,Rent,MI
9078,Male,29,Married,0,High School,Self-Employed,Business,Own,CA
9079,Female,30,Divorced,2,Graduate,Employed,Salaried,Own,KS
9080,Female,29,Married,2,High School,Self-Employed,Freelancer,Own,NV
9081,Female,35,Married,3,Graduate,Self-Employed,Professional,Own,TX
9082,Female,30,Single,1,Postgraduate,Unemployed,Professional,Own,GA
9083,Male,29,Single,3,High School,Employed,Salaried,Own,GA
9084,Male,62,Divorced,1,High School,Unemployed,Salaried,Rent,MO
9085,Female,31,Single,1,High School,Employed,Freelancer,Other,AL
9086,Female,35,Married,0,Graduate,Employed,Salaried,Rent,CO
9087,Male,39,Single,0,High School,Unemployed,Professional,Other,GA
9088,Male,23,Single,2,High School,Self-Employed,Professional,Own,TX
9089,Male,46,Single,3,Postgraduate,Unemployed,Freelancer,Own,NY
9090,Male,30,Married,2,High School,Self-Employed,Business,Own,OH
9091,Female,35,Single,0,Postgraduate,Employed,Freelancer,Own,MA
9092,Male,40,Single,3,Graduate,Unemployed,Salaried,Other,MO
9093,Female,37,Single,0,High School,Self-Employed,Freelancer,Rent,MO
9094,Male,20,Married,0,Graduate,Self-Employed,Professional,Rent,TX
9095,Female,46,Married,1,Graduate,Self-Employed,Salaried,Own,UT
9096,Female,49,Married,3,Graduate,Unemployed,Business,Rent,OK
9097,Male,49,Single,1,High School,Employed,Professional,Own,KY
9098,Female,42,Married,0,Graduate,Employed,Business,Rent,NJ
9099,Male,36,Divorced,2,Graduate,Employed,Professional,Own,PA
9100,Female,40,Married,0,High School,Self-Employed,Salaried,Rent,KS
9101,Female,27,Single,0,Postgraduate,Unemployed,Salaried,Rent,IL
9102,Male,68,Married,1,High School,Employed,Salaried,Own,KY
9103,Female,38,Married,0,High School,Employed,Business,Rent,WA
9104,Male,44,Married,0,High School,Employed,Salaried,Own,TX
9105,Male,42,Married,2,Postgraduate,Employed,Professional,Own,GA
9106,Female,37,Married,2,Postgraduate,Employed,Salaried,Own,TX
9107,Male,36,Married,1,Postgraduate,Employed,Professional,Other,MA
9108,Female,48,Married,2,Graduate,Employed,Business,Rent,MI
9109,Male,45,Married,1,High School,Employed,Professional,Own,NJ
9110,Male,20,Married,2,Graduate,Unemployed,Salaried,Own,PA
9111,Female,48,Single,1,Postgraduate,Employed,Salaried,Rent,OH
9112,Female,48,Single,2,High School,Employed,Salaried,Own,KY
9113,Female,47,Single,2,High School,Self-Employed,Salaried,Own,FL
9114,Male,29,Single,1,Graduate,Employed,Salaried,Own,IL
9115,Male,46,Married,2,Graduate,Self-Employed,Professional,Other,MO
9116,Male,25,Single,1,High School,Employed,Freelancer,Rent,VA
9117,Female,37,Divorced,2,High School,Self-Employed,Business,Own,UT
9118,Female,32,Divorced,1,Graduate,Employed,Salaried,Own,OH
9119,Female,55,Married,2,Postgraduate,Employed,Professional,Own,NJ
9120,Male,59,Single,1,High School,Employed,Salaried,Own,MD
9121,Female,31,Married,3,Postgraduate,Employed,Salaried,Other,WI
9122,Female,40,Married,2,High School,Unemployed,Salaried,Own,SC
9123,Female,39,Single,1,High School,Self-Employed,Freelancer,Own,CO
9124,Male,46,Married,0,Postgraduate,Employed,Professional,Own,FL
9125,Female,46,Single,2,Postgraduate,Unemployed,Freelancer,Rent,NM
9126,Male,21,Married,2,High School,Employed,Salaried,Own,CO
9127,Female,25,Married,1,Postgraduate,Employed,Professional,Own,AL
9128,Female,49,Single,3,Graduate,Employed,Professional,Own,NY
9129,Male,22,Married,1,High School,Employed,Business,Rent,GA
9130,Female,45,Married,3,High School,Employed,Freelancer,Own,TX
9131,Female,41,Single,1,Graduate,Self-Employed,Professional,Rent,LA
9132,Male,52,Single,0,High School,Employed,Professional,Own,TX
9133,Female,34,Married,0,Graduate,Employed,Professional,Rent,NY
9134,Male,38,Married,2,Postgraduate,Employed,Salaried,Own,CT
9135,Female,41,Married,0,Graduate,Employed,Business,Own,TX
9136,Female,33,Married,1,Postgraduate,Unemployed,Professional,Rent,CO
9137,Female,40,Single,1,High School,Self-Employed,Freelancer,Rent,SC
9138,Female,46,Married,0,Graduate,Employed,Salaried,Own,TX
9139,Female,42,Single,2,High School,Unemployed,Professional,Own,MA
9140,Male,35,Single,0,Graduate,Self-Employed,Professional,Rent,NJ
9141,Female,46,Single,1,High School,Self-Employed,Business,Own,CA
9142,Male,29,Single,2,High School,Employed,Business,Own,WI
9143,Male,40,Divorced,0,High School,Unemployed,Business,Own,IL
9144,Male,49,Single,2,Graduate,Unemployed,Salaried,Other,VA
9145,Female,30,Married,0,Graduate,Employed,Professional,Rent,OH
9146,Female,36,Divorced,2,Graduate,Unemployed,Salaried,Own,IL
9147,Male,34,Married,0,High School,Unemployed,Salaried,Rent,VA
9148,Male,35,Married,2,High School,Unemployed,Professional,Rent,AK
9149,Male,40,Single,3,Graduate,Employed,Professional,Own,OH
9150,Female,30,Single,2,High School,Employed,Business,Own,OH
9151,Male,45,Married,1,High School,Employed,Professional,Rent,CA
9152,Male,27,Married,1,Postgraduate,Self-Employed,Business,Own,TX
9153,Female,27,Married,3,Graduate,Self-Employed,Freelancer,Rent,IL
9154,Male,45,Divorced,0,High School,Self-Employed,Salaried,Own,MA
9155,Male,44,Single,0,Graduate,Employed,Professional,Own,VA
9156,Male,42,Single,3,Graduate,Unemployed,Freelancer,Rent,CA
9157,Male,60,Married,3,Graduate,Self-Employed,Freelancer,Own,TX
9158,Male,26,Married,0,High School,Employed,Professional,Own,FL
9159,Female,27,Single,2,Graduate,Unemployed,Freelancer,Rent,AZ
9160,Female,37,Single,2,High School,Unemployed,Freelancer,Rent,AZ
9161,Female,62,Married,0,High School,Unemployed,Freelancer,Own,KS
9162,Male,32,Married,1,High School,Self-Employed,Salaried,Own,AL
9163,Male,54,Single,0,Postgraduate,Employed,Professional,Rent,CA
9164,Female,45,Single,1,High School,Self-Employed,Professional,Own,MI
9165,Female,22,Married,3,Postgraduate,Unemployed,Salaried,Rent,OH
9166,Female,67,Divorced,2,High School,Self-Employed,Salaried,Rent,MI
9167,Female,28,Single,3,Graduate,Employed,Freelancer,Own,MA
9168,Male,46,Married,1,Graduate,Self-Employed,Business,Rent,MA
9169,Male,40,Married,3,Postgraduate,Employed,Freelancer,Own,NY
9170,Female,41,Single,0,Graduate,Self-Employed,Freelancer,Other,KY
9171,Female,28,Married,0,Graduate,Employed,Business,Own,CA
9172,Female,25,Married,1,Postgraduate,Self-Employed,Business,Own,FL
9173,Male,33,Single,0,High School,Employed,Business,Rent,VA
9174,Female,39,Single,0,Graduate,Employed,Business,Rent,CA
9175,Female,46,Single,0,High School,Unemployed,Professional,Own,OH
9176,Male,30,Married,3,Graduate,Unemployed,Professional,Own,CA
9177,Male,28,Married,2,High School,Employed,Freelancer,Rent,AL
9178,Male,64,Married,2,Graduate,Employed,Professional,Rent,CO
9179,Male,31,Married,1,Graduate,Employed,Business,Own,AL
9180,Female,35,Single,2,High School,Self-Employed,Salaried,Other,UT
9181,Male,45,Divorced,2,High School,Unemployed,Professional,Own,NC
9182,Female,25,Married,3,High School,Employed,Business,Rent,WY
9183,Male,49,Married,3,Graduate,Self-Employed,Freelancer,Own,MS
9184,Female,48,Married,1,Graduate,Employed,Professional,Own,CO
9185,Female,66,Married,0,Graduate,Self-Employed,Professional,Own,MD
9186,Female,34,Single,2,High School,Employed,Salaried,Rent,CT
9187,Male,48,Married,1,Graduate,Unemployed,Professional,Own,NC
9188,Male,42,Married,1,Graduate,Unemployed,Salaried,Own,FL
9189,Male,53,Single,1,Graduate,Employed,Professional,Other,NY
9190,Female,63,Single,0,Postgraduate,Self-Employed,Professional,Other,TX
9191,Male,60,Married,1,Graduate,Self-Employed,Salaried,Own,AR
9192,Male,41,Married,1,High School,Employed,Business,Rent,FL
9193,Male,27,Single,3,High School,Employed,Salaried,Own,OH
9194,Male,68,Married,1,Graduate,Unemployed,Professional,Rent,FL
9195,Female,65,Married,2,High School,Employed,Professional,Rent,IL
9196,Male,46,Single,3,High School,Employed,Business,Rent,WA
9197,Female,48,Divorced,1,Postgraduate,Self-Employed,Salaried,Own,IL
9198,Female,47,Single,0,Graduate,Employed,Business,Own,MN
9199,Male,43,Married,1,Graduate,Unemployed,Freelancer,Own,CA
9200,Female,44,Single,1,Postgraduate,Employed,Salaried,Rent,FL
9201,Male,31,Married,0,High School,Self-Employed,Professional,Rent,DE
9202,Male,39,Married,3,Graduate,Employed,Business,Own,NY
9203,Male,35,Single,0,High School,Unemployed,Professional,Own,FL
9204,Male,49,Married,1,Graduate,Unemployed,Freelancer,Rent,CA
9205,Male,36,Married,3,High School,Employed,Professional,Own,CO
9206,Male,45,Married,2,High School,Employed,Professional,Other,TX
9207,Female,32,Married,3,High School,Employed,Freelancer,Rent,CA
9208,Male,29,Single,1,High School,Self-Employed,Freelancer,Own,AL
9209,Female,40,Single,1,High School,Self-Employed,Freelancer,Rent,TX
9210,Female,36,Married,2,Postgraduate,Self-Employed,Business,Own,GA
9211,Male,31,Married,1,Graduate,Self-Employed,Professional,Rent,TX
9212,Male,39,Married,0,Postgraduate,Employed,Business,Rent,TX
9213,Male,40,Married,1,Postgraduate,Employed,Salaried,Own,CA
9214,Female,32,Single,1,High School,Unemployed,Professional,Own,TX
9215,Female,36,Single,2,High School,Employed,Professional,Own,CA
9216,Male,40,Single,3,High School,Self-Employed,Professional,Own,CA
9217,Female,46,Married,0,High School,Unemployed,Professional,Own,NY
9218,Female,56,Single,3,High School,Employed,Salaried,Own,GA
9219,Female,41,Single,2,Graduate,Employed,Professional,Own,CA
9220,Female,45,Married,2,Graduate,Self-Employed,Salaried,Own,CA
9221,Male,32,Married,3,Graduate,Employed,Salaried,Own,NY
9222,Female,42,Single,1,Graduate,Employed,Salaried,Own,FL
9223,Male,30,Married,1,Graduate,Employed,Professional,Own,FL
9224,Female,30,Single,2,Graduate,Self-Employed,Professional,Other,NJ
9225,Female,31,Married,1,High School,Self-Employed,Business,Own,FL
9226,Female,47,Single,2,High School,Employed,Freelancer,Own,TX
9227,Female,38,Single,3,High School,Self-Employed,Salaried,Own,WV
9228,Male,24,Married,2,Postgraduate,Unemployed,Professional,Own,RI
9229,Male,28,Single,3,Graduate,Employed,Professional,Own,MD
9230,Male,36,Married,3,High School,Employed,Business,Own,CA
9231,Male,49,Married,1,Postgraduate,Employed,Salaried,Other,VA
9232,Male,49,Divorced,0,High School,Unemployed,Business,Rent,SC
9233,Male,36,Married,3,Postgraduate,Self-Employed,Business,Own,MN
9234,Male,35,Married,3,High School,Employed,Business,Own,VA
9235,Female,47,Single,0,High School,Employed,Salaried,Rent,IL
9236,Male,39,Single,2,Postgraduate,Employed,Professional,Own,NC
9237,Female,40,Married,0,Graduate,Unemployed,Salaried,Own,PA
9238,Male,27,Single,2,High School,Employed,Professional,Own,FL
9239,Male,25,Single,1,Postgraduate,Employed,Business,Rent,CA
9240,Male,31,Single,0,Postgraduate,Self-Employed,Business,Rent,AZ
9241,Male,32,Married,2,Postgraduate,Employed,Business,Own,MD
9242,Male,47,Married,2,High School,Self-Employed,Salaried,Own,SC
9243,Female,47,Married,2,Graduate,Unemployed,Professional,Own,OR
9244,Female,60,Married,2,Postgraduate,Self-Employed,Professional,Own,VA
9245,Female,29,Married,2,High School,Self-Employed,Salaried,Rent,SC
9246,Male,59,Married,2,Graduate,Unemployed,Freelancer,Own,UT
9247,Male,44,Divorced,1,High School,Employed,Salaried,Rent,FL
9248,Female,40,Married,2,High School,Employed,Freelancer,Other,CO
9249,Male,25,Married,1,Graduate,Self-Employed,Freelancer,Own,NJ
9250,Female,34,Married,1,Postgraduate,Employed,Salaried,Own,TX
9251,Female,44,Single,0,High School,Unemployed,Business,Other,FL
9252,Male,28,Married,1,Graduate,Employed,Freelancer,Own,FL
9253,Male,44,Married,3,High School,Employed,Salaried,Own,AL
9254,Male,39,Married,3,Graduate,Unemployed,Professional,Own,CO
9255,Female,55,Married,1,Postgraduate,Self-Employed,Freelancer,Own,WA
9256,Male,39,Single,2,Postgraduate,Employed,Freelancer,Own,AR
9257,Male,39,Single,2,Graduate,Self-Employed,Freelancer,Own,FL
9258,Male,41,Married,2,High School,Employed,Freelancer,Rent,VA
9259,Male,37,Married,3,Graduate,Unemployed,Business,Rent,AR
9260,Female,41,Married,1,Postgraduate,Employed,Professional,Rent,CA
9261,Female,41,Married,2,Graduate,Employed,Freelancer,Rent,TX
9262,Male,45,Divorced,0,High School,Self-Employed,Salaried,Own,WA
9263,Male,36,Married,3,Graduate,Unemployed,Business,Other,AL
9264,Female,35,Married,0,High School,Employed,Freelancer,Own,KS
9265,Male,47,Divorced,2,Graduate,Employed,Professional,Own,NM
9266,Female,49,Married,1,High School,Employed,Salaried,Rent,MO
9267,Male,40,Single,3,High School,Employed,Business,Own,AL
9268,Male,49,Divorced,3,Postgraduate,Self-Employed,Freelancer,Other,VA
9269,Female,37,Divorced,2,High School,Self-Employed,Professional,Rent,AZ
9270,Male,41,Divorced,2,Graduate,Self-Employed,Salaried,Rent,VA
9271,Male,46,Single,3,Postgraduate,Employed,Freelancer,Own,NH
9272,Female,33,Single,2,Graduate,Employed,Freelancer,Own,MO
9273,Male,25,Married,0,Graduate,Unemployed,Business,Own,OH
9274,Male,42,Married,2,Postgraduate,Unemployed,Professional,Other,FL
9275,Male,43,Married,3,High School,Employed,Freelancer,Rent,AL
9276,Male,27,Divorced,1,Graduate,Employed,Freelancer,Other,KY
9277,Female,45,Married,1,High School,Employed,Professional,Own,NJ
9278,Female,35,Married,3,High School,Self-Employed,Salaried,Own,MN
9279,Female,48,Single,1,High School,Employed,Business,Rent,OR
9280,Male,35,Married,3,Graduate,Employed,Professional,Other,RI
9281,Female,39,Single,1,Graduate,Self-Employed,Professional,Rent,CA
9282,Male,45,Single,1,Graduate,Unemployed,Salaried,Rent,TX
9283,Male,45,Married,1,High School,Employed,Professional,Own,WA
9284,Female,27,Married,0,High School,Self-Employed,Freelancer,Own,FL
9285,Female,24,Married,2,High School,Employed,Professional,Rent,NY
9286,Male,50,Married,3,Graduate,Employed,Business,Rent,NY
9287,Male,40,Married,3,Graduate,Self-Employed,Business,Own,MA
9288,Female,44,Married,3,Graduate,Employed,Freelancer,Own,AR
9289,Female,34,Single,3,Graduate,Employed,Salaried,Own,FL
9290,Female,39,Single,2,Postgraduate,Employed,Business,Own,VA
9291,Female,29,Married,1,High School,Employed,Professional,Other,OH
9292,Male,26,Married,0,Postgraduate,Employed,Professional,Own,IL
9293,Female,29,Married,0,Graduate,Unemployed,Business,Own,GA
9294,Female,45,Divorced,3,Graduate,Unemployed,Salaried,Rent,NV
9295,Male,43,Married,2,Graduate,Unemployed,Freelancer,Rent,NY
9296,Male,60,Married,2,Graduate,Employed,Business,Own,NJ
9297,Female,22,Married,0,Graduate,Unemployed,Business,Rent,FL
9298,Male,50,Single,2,Graduate,Self-Employed,Freelancer,Rent,TX
9299,Female,59,Single,0,High School,Employed,Professional,Rent,GA
9300,Female,26,Divorced,1,High School,Self-Employed,Professional,Own,MO
9301,Male,47,Single,0,High School,Unemployed,Business,Own,AZ
9302,Female,43,Married,1,High School,Unemployed,Business,Own,VA
9303,Female,60,Single,3,High School,Unemployed,Professional,Own,DE
9304,Female,48,Divorced,1,High School,Unemployed,Professional,Rent,CO
9305,Female,46,Single,0,Graduate,Self-Employed,Business,Own,KY
9306,Male,42,Married,3,Postgraduate,Unemployed,Salaried,Own,CT
9307,Male,27,Married,2,Postgraduate,Employed,Professional,Own,MO
9308,Male,27,Single,0,High School,Self-Employed,Professional,Own,OH
9309,Female,31,Divorced,2,Graduate,Self-Employed,Freelancer,Rent,GA
9310,Male,25,Divorced,2,Postgraduate,Unemployed,Salaried,Own,NC
9311,Female,34,Married,0,High School,Employed,Professional,Own,CA
9312,Male,29,Single,2,Graduate,Employed,Freelancer,Rent,MA
9313,Female,40,Single,1,Postgraduate,Self-Employed,Business,Own,NV
9314,Female,25,Married,3,Graduate,Employed,Freelancer,Own,UT
9315,Male,41,Divorced,3,High School,Self-Employed,Professional,Own,VA
9316,Female,38,Single,2,Graduate,Self-Employed,Professional,Own,WI
9317,Male,53,Married,3,High School,Unemployed,Freelancer,Own,CA
9318,Female,40,Married,2,Graduate,Employed,Business,Rent,CA
9319,Male,31,Single,1,Postgraduate,Self-Employed,Freelancer,Rent,TX
9320,Male,18,Single,0,Graduate,Employed,Freelancer,Own,MI
9321,Male,30,Married,1,Graduate,Employed,Freelancer,Own,KS
9322,Male,31,Married,1,High School,Employed,Freelancer,Own,GA
9323,Female,28,Divorced,1,High School,Unemployed,Professional,Rent,MD
9324,Female,45,Married,3,High School,Employed,Professional,Own,MN
9325,Female,39,Single,3,Graduate,Unemployed,Professional,Own,VA
9326,Male,60,Single,0,High School,Employed,Freelancer,Own,NJ
9327,Male,67,Married,3,Graduate,Employed,Business,Own,OK
9328,Female,26,Married,3,Graduate,Self-Employed,Freelancer,Rent,MA
9329,Male,49,Divorced,0,High School,Employed,Professional,Own,VA
9330,Female,55,Single,0,Graduate,Self-Employed,Freelancer,Own,GA
9331,Male,40,Divorced,3,Postgraduate,Self-Employed,Business,Own,IL
9332,Male,31,Single,3,Graduate,Employed,Freelancer,Rent,VA
9333,Male,37,Married,0,High School,Self-Employed,Freelancer,Other,NV
9334,Female,61,Married,2,Graduate,Self-Employed,Business,Own,TX
9335,Male,43,Married,0,Graduate,Unemployed,Professional,Rent,OH
9336,Female,36,Single,1,Postgraduate,Self-Employed,Salaried,Rent,UT
9337,Male,26,Single,0,High School,Employed,Salaried,Own,VA
9338,Female,58,Single,3,Graduate,Self-Employed,Professional,Rent,MI
9339,Female,47,Single,0,High School,Employed,Freelancer,Own,FL
9340,Female,33,Single,3,Graduate,Employed,Professional,Rent,NM
9341,Male,40,Married,1,Graduate,Employed,Salaried,Rent,IL
9342,Female,48,Married,2,Postgraduate,Employed,Salaried,Own,NJ
9343,Female,25,Married,0,Postgraduate,Employed,Freelancer,Other,MD
9344,Female,54,Divorced,0,High School,Employed,Business,Own,PA
9345,Female,47,Single,3,Graduate,Unemployed,Salaried,Rent,SC
9346,Female,49,Married,1,Postgraduate,Employed,Freelancer,Rent,FL
9347,Female,59,Single,2,High School,Employed,Business,Rent,FL
9348,Female,40,Single,3,High School,Employed,Professional,Rent,TX
9349,Male,30,Married,2,High School,Employed,Freelancer,Own,FL
9350,Female,53,Married,3,Postgraduate,Self-Employed,Freelancer,Own,PA
9351,Male,47,Married,2,High School,Employed,Professional,Rent,CA
9352,Female,46,Married,3,Graduate,Unemployed,Salaried,Own,OH
9353,Female,40,Married,1,Graduate,Unemployed,Salaried,Own,NJ
9354,Female,25,Married,2,Graduate,Employed,Business,Own,MO
9355,Female,33,Single,0,High School,Unemployed,Freelancer,Rent,MA
9356,Female,43,Single,0,Graduate,Employed,Salaried,Own,WY
9357,Female,57,Married,2,High School,Unemployed,Salaried,Own,CO
9358,Male,27,Single,3,Graduate,Employed,Professional,Own,PA
9359,Male,18,Married,2,Graduate,Employed,Freelancer,Other,SC
9360,Male,37,Single,3,High School,Unemployed,Professional,Own,MA
9361,Female,42,Single,0,Graduate,Employed,Freelancer,Own,IL
9362,Female,44,Married,0,High School,Unemployed,Salaried,Own,NY
9363,Female,36,Single,1,High School,Self-Employed,Professional,Own,MN
9364,Male,46,Single,2,High School,Unemployed,Business,Rent,NY
