applicant_id,loan_history,loan_amount_requested,loan_term,loan_purpose,interest_rate,loan_type,co-applicant,transaction_frequency
6628,0,24054,212,Vehicle,8.55,Unsecured,Yes,27
6629,0,26772,120,Education,7.18,Unsecured,Yes,16
6630,1,21328,231,Education,3.92,Secured,No,29
6631,1,22034,172,Home,5.73,Unsecured,Yes,9
6632,0,23924,30,Personal,12.14,Unsecured,Yes,19
6633,0,21461,73,Home,11.13,Secured,No,25
6634,0,20492,213,Education,11.61,Unsecured,Yes,6
6635,1,20000,70,Vehicle,5.25,Secured,No,22
6636,0,20000,89,Education,8.66,Unsecured,Yes,19
6637,0,16592,49,Home,8.42,Secured,Yes,15
6638,0,26159,67,Home,13.6,Unsecured,No,10
6639,0,24534,27,Personal,12.97,Unsecured,Yes,29
6640,0,27447,204,Home,11.96,Unsecured,Yes,28
6641,0,9880,136,Home,10.64,Unsecured,Yes,20
6642,1,11980,173,Home,4.3,Secured,Yes,29
6643,0,24245,222,Personal,12.25,Unsecured,No,27
6644,0,5288,118,Home,5.04,Unsecured,Yes,23
6645,1,24475,193,Education,10.88,Secured,No,26
6646,0,20000,13,Education,7,Unsecured,No,16
6647,1,11887,177,Personal,8.43,Secured,No,6
6648,0,9497,166,Vehicle,4.36,Secured,Yes,9
6649,0,24146,187,Education,6.41,Secured,No,13
6650,0,18279,45,Vehicle,5.03,Secured,Yes,7
6651,1,20224,62,Education,10.88,Secured,No,26
6652,0,10857,100,Home,7.79,Unsecured,No,19
6653,0,40311,124,Personal,7.49,Secured,Yes,15
6654,0,30136,150,Education,13.45,Unsecured,Yes,5
6655,1,35205,39,Education,14.92,Secured,Yes,5
6656,0,23736,145,Education,8.92,Secured,Yes,13
6657,0,33286,124,Home,11.55,Unsecured,No,9
6658,0,22303,183,Vehicle,3.83,Unsecured,Yes,16
6659,0,31795,81,Home,14.39,Unsecured,No,29
6660,1,25026,196,Home,8.21,Unsecured,Yes,19
6661,1,28727,210,Home,7.89,Secured,Yes,14
6662,0,25196,34,Home,5.95,Unsecured,Yes,25
6663,0,21776,218,Home,7.89,Secured,No,6
6664,1,5028,88,Home,13.71,Secured,Yes,8
6665,0,8319,159,Vehicle,6.92,Unsecured,No,6
6666,1,6281,46,Home,8.77,Secured,No,28
6667,0,33761,223,Vehicle,10.48,Unsecured,Yes,15
6668,0,11919,191,Home,7.52,Unsecured,Yes,6
6669,0,20000,139,Vehicle,5.06,Unsecured,No,7
6670,0,21886,189,Vehicle,4.65,Secured,No,21
6671,0,23019,73,Home,7.51,Secured,No,15
6672,0,19534,232,Vehicle,13.17,Unsecured,Yes,15
6673,1,25250,198,Vehicle,4.55,Unsecured,No,8
6674,0,34177,65,Home,4.87,Secured,No,20
6675,1,27677,205,Education,12.73,Unsecured,Yes,16
6676,0,11237,83,Education,10.22,Unsecured,No,17
6677,0,38314,195,Home,12.68,Unsecured,Yes,9
6678,0,24926,96,Education,13.26,Secured,No,19
6679,0,27859,153,Education,12.67,Secured,No,11
6680,1,21303,121,Personal,5.38,Secured,No,23
6681,0,20244,218,Education,8.55,Unsecured,Yes,6
6682,0,26095,188,Vehicle,9.52,Unsecured,No,20
6683,0,15367,98,Home,10.43,Secured,No,9
6684,0,20165,230,Vehicle,5.78,Unsecured,No,14
6685,0,22017,131,Home,13.21,Unsecured,Yes,22
6686,0,25652,132,Home,8.89,Unsecured,Yes,11
6687,0,28318,157,Home,14.64,Unsecured,No,29
6688,1,25144,149,Personal,13.91,Unsecured,No,16
6689,1,20000,28,Home,8.16,Unsecured,No,10
6690,0,22368,194,Education,11.72,Unsecured,Yes,6
6691,0,8116,52,Home,7.1,Unsecured,Yes,24
6692,0,20117,82,Home,9.82,Secured,Yes,12
6693,0,27339,107,Home,9.73,Unsecured,No,17
6694,0,21664,134,Personal,8.03,Unsecured,Yes,25
6695,1,20000,141,Personal,4.77,Unsecured,Yes,25
6696,0,15681,121,Vehicle,3.63,Unsecured,Yes,10
6697,0,26333,67,Personal,6.59,Unsecured,No,10
6698,0,21946,189,Home,6.4,Unsecured,Yes,9
6699,0,6752,130,Personal,13.91,Secured,Yes,9
6700,0,20000,16,Home,11.3,Secured,No,23
6701,1,22363,235,Home,6.81,Unsecured,Yes,23
6702,0,17497,27,Personal,11.64,Secured,Yes,22
6703,0,20831,227,Education,6.48,Unsecured,No,24
6704,0,27473,74,Personal,14.54,Unsecured,Yes,18
6705,1,22861,208,Home,14.09,Unsecured,No,5
6706,0,7880,157,Home,4.6,Secured,Yes,22
6707,1,18113,181,Education,3.71,Unsecured,Yes,19
6708,0,21928,161,Education,6.62,Secured,Yes,24
6709,0,20000,212,Vehicle,11.12,Secured,Yes,20
6710,0,6073,195,Personal,11.76,Unsecured,No,5
6711,0,21865,169,Education,7.11,Unsecured,Yes,13
6712,0,30807,173,Home,13.89,Unsecured,Yes,8
6713,0,6545,165,Home,13.15,Secured,No,10
6714,0,6782,45,Vehicle,14.47,Unsecured,Yes,13
6715,0,5885,138,Education,9.37,Secured,Yes,20
6716,0,37109,115,Home,6.2,Secured,Yes,20
6717,0,20000,138,Personal,14.33,Secured,Yes,22
6718,0,20000,230,Vehicle,12.74,Secured,Yes,10
6719,0,20970,43,Home,10.65,Unsecured,Yes,26
6720,0,21278,187,Personal,11.55,Unsecured,No,27
6721,0,8080,107,Personal,7.53,Unsecured,No,9
6722,0,21250,143,Personal,10.11,Secured,Yes,15
6723,0,7169,87,Home,10.86,Secured,No,21
6724,0,24880,26,Home,6.46,Unsecured,No,20
6725,0,41924,25,Personal,4.41,Unsecured,Yes,26
6726,0,20000,205,Personal,10.21,Unsecured,Yes,14
6727,0,21368,21,Home,6.45,Secured,No,16
6728,0,22670,26,Education,5.2,Secured,Yes,24
6729,0,8208,100,Education,8.12,Secured,Yes,13
6730,0,11804,77,Personal,13.86,Secured,Yes,12
6731,0,31994,182,Personal,13.77,Secured,Yes,9
6732,0,24787,61,Education,10.31,Unsecured,Yes,24
6733,0,15207,21,Personal,4.77,Unsecured,No,29
6734,0,24356,152,Vehicle,14.92,Unsecured,Yes,20
6735,0,21554,187,Education,5.95,Secured,No,19
6736,1,35316,92,Home,12.18,Secured,No,9
6737,0,6340,167,Education,14.48,Unsecured,Yes,7
6738,0,25319,65,Personal,12.77,Unsecured,No,9
6739,0,23514,111,Home,14.29,Secured,No,9
6740,0,11479,144,Personal,14.88,Secured,Yes,12
6741,0,36217,155,Personal,13.02,Unsecured,No,16
6742,1,20000,134,Home,10.2,Unsecured,No,13
6743,0,27882,239,Home,6.33,Unsecured,Yes,28
6744,0,12793,223,Personal,11.46,Secured,No,11
6745,0,24895,200,Home,7.33,Unsecured,No,24
6746,0,16850,112,Home,8,Unsecured,Yes,28
6747,0,23289,223,Education,7.83,Secured,No,21
6748,0,36077,178,Education,14.65,Secured,No,12
6749,0,7581,168,Education,7.74,Secured,Yes,29
6750,1,20000,158,Vehicle,8.35,Secured,Yes,11
6751,1,22342,36,Home,4.74,Unsecured,Yes,11
6752,0,27878,131,Home,11.38,Unsecured,No,27
6753,1,20000,167,Home,11.26,Secured,No,15
6754,0,20000,173,Home,5.83,Secured,No,12
6755,0,20000,17,Education,10.8,Unsecured,Yes,26
6756,0,34603,136,Personal,12.63,Unsecured,No,20
6757,0,5230,64,Home,5.79,Unsecured,Yes,10
6758,0,20076,211,Vehicle,5.59,Secured,No,5
6759,0,14756,208,Education,12.45,Secured,No,28
6760,1,31381,210,Home,5.23,Unsecured,Yes,25
6761,0,32879,139,Vehicle,10.17,Secured,Yes,12
6762,0,34339,166,Home,12.79,Unsecured,Yes,13
6763,1,35702,146,Home,5.57,Secured,No,27
6764,0,20000,188,Home,14.11,Secured,No,8
6765,0,12816,70,Home,13.08,Unsecured,Yes,29
6766,0,5512,133,Home,7.24,Secured,No,18
6767,0,9563,181,Personal,10.4,Secured,No,14
6768,0,32299,184,Home,12.41,Unsecured,Yes,16
6769,0,8916,83,Vehicle,13.56,Secured,Yes,25
6770,0,20000,222,Home,9.52,Secured,No,29
6771,0,29660,222,Home,12.34,Secured,Yes,22
6772,1,7142,184,Vehicle,12.84,Unsecured,No,27
6773,0,20538,38,Home,11.11,Secured,Yes,19
6774,1,26901,103,Personal,14.12,Secured,No,10
6775,0,26454,161,Home,14.34,Secured,No,22
6776,0,29367,15,Home,3.59,Secured,Yes,26
6777,1,6729,173,Vehicle,14.37,Unsecured,No,19
6778,0,20000,161,Vehicle,14.88,Unsecured,No,28
6779,0,9013,124,Personal,10.28,Secured,No,15
6780,0,23672,221,Home,10.21,Secured,Yes,6
6781,0,23322,121,Vehicle,14.01,Unsecured,Yes,27
6782,0,21720,14,Personal,4.84,Unsecured,No,12
6783,1,21240,209,Personal,9.93,Unsecured,No,5
6784,0,23496,191,Personal,14.68,Unsecured,Yes,6
6785,0,19324,29,Home,10.18,Secured,Yes,8
6786,0,6110,119,Personal,7.62,Secured,Yes,6
6787,0,7455,128,Home,10.78,Unsecured,Yes,25
6788,1,27007,192,Education,10.21,Secured,No,7
6789,0,12377,169,Vehicle,5.44,Secured,No,21
6790,1,41406,140,Home,11.8,Unsecured,No,26
6791,1,14692,47,Home,4.5,Secured,No,9
6792,0,25716,28,Personal,12.35,Secured,Yes,26
6793,0,22934,201,Vehicle,11.75,Secured,No,26
6794,1,30379,165,Vehicle,5.77,Unsecured,Yes,12
6795,0,20000,235,Home,9.42,Secured,Yes,10
6796,0,32165,126,Vehicle,13.46,Secured,Yes,8
6797,0,5456,186,Home,8.23,Unsecured,No,19
6798,0,31983,135,Personal,13.36,Secured,Yes,7
6799,0,20000,176,Home,5.72,Unsecured,Yes,22
6800,1,26333,181,Vehicle,8.58,Secured,No,27
6801,1,20869,32,Vehicle,13.28,Unsecured,No,18
6802,1,23103,172,Vehicle,6.53,Secured,No,15
6803,1,24473,101,Home,4.87,Secured,Yes,16
6804,1,33345,52,Education,8.62,Secured,Yes,9
6805,0,21462,159,Home,4.1,Unsecured,No,20
6806,0,5914,106,Home,7.19,Secured,No,28
6807,0,8181,93,Education,5.79,Secured,No,29
6808,0,28720,189,Vehicle,12.61,Unsecured,Yes,29
6809,0,20000,117,Personal,14.47,Secured,No,24
6810,0,27796,119,Vehicle,5.95,Secured,No,16
6811,1,12795,63,Home,14.93,Secured,No,5
6812,0,21883,129,Home,14.22,Unsecured,No,14
6813,1,22698,229,Home,9.54,Unsecured,No,12
6814,0,5452,225,Vehicle,8.13,Unsecured,No,18
6815,0,26656,148,Education,10.4,Secured,No,10
6816,0,33451,202,Home,9.79,Secured,Yes,18
6817,0,20000,36,Home,4.14,Secured,No,9
6818,0,5683,159,Home,9.58,Unsecured,Yes,5
6819,1,13305,217,Home,13.68,Secured,Yes,21
6820,0,7730,201,Vehicle,10.79,Unsecured,No,26
6821,0,22084,119,Education,7.95,Secured,Yes,27
6822,1,32254,150,Vehicle,11.58,Unsecured,Yes,13
6823,0,7627,166,Vehicle,11.17,Unsecured,No,10
6824,0,8316,150,Home,4.72,Secured,No,10
6825,0,26537,206,Education,6.16,Unsecured,No,23
6826,0,15863,155,Education,3.75,Unsecured,Yes,10
6827,0,21774,227,Personal,6.39,Secured,Yes,28
6828,0,20035,199,Education,8.88,Secured,Yes,20
6829,0,20000,140,Personal,10.42,Unsecured,Yes,26
6830,0,21307,146,Education,14.78,Unsecured,No,25
6831,1,9784,47,Home,6.44,Unsecured,Yes,6
6832,0,21882,102,Vehicle,6.57,Secured,Yes,9
6833,1,34092,76,Education,11.44,Secured,Yes,9
6834,1,6948,164,Vehicle,14.78,Secured,Yes,10
6835,0,18199,232,Personal,9.41,Secured,Yes,10
6836,0,21293,39,Home,4.15,Unsecured,No,19
6837,0,27512,18,Home,6.35,Secured,Yes,20
6838,0,20465,228,Home,12.03,Unsecured,No,21
6839,0,21828,34,Personal,5.88,Secured,No,6
6840,0,17373,204,Education,6.5,Secured,Yes,18
6841,0,7172,145,Home,7.65,Unsecured,Yes,12
6842,0,33785,53,Education,13.02,Secured,No,7
6843,0,20065,188,Home,4.4,Secured,No,22
6844,0,21271,118,Vehicle,4.17,Secured,Yes,5
6845,0,9394,85,Personal,5.83,Unsecured,No,11
6846,0,20573,188,Personal,8.58,Secured,Yes,6
6847,0,22374,76,Vehicle,5.25,Unsecured,Yes,7
6848,0,23509,62,Education,9.43,Unsecured,No,13
6849,1,25635,230,Vehicle,6.76,Unsecured,No,17
6850,0,29435,215,Home,8.28,Secured,No,9
6851,0,20000,127,Personal,14.15,Unsecured,No,12
6852,0,11083,213,Home,13.49,Secured,Yes,6
6853,0,16660,185,Home,14.07,Unsecured,Yes,27
6854,0,22003,151,Personal,5.9,Secured,Yes,26
6855,0,23243,47,Education,3.83,Unsecured,Yes,24
6856,0,38555,122,Home,14.54,Unsecured,Yes,14
6857,0,21868,82,Vehicle,13.98,Secured,Yes,12
6858,0,24754,87,Vehicle,12.45,Secured,No,22
6859,0,7151,182,Vehicle,4.33,Unsecured,No,20
6860,0,24252,96,Vehicle,11.12,Unsecured,No,15
6861,0,37841,208,Education,12.1,Unsecured,Yes,18
6862,0,15605,105,Education,5.08,Unsecured,No,8
6863,0,7568,159,Home,12.23,Secured,Yes,23
6864,1,22332,116,Home,4.89,Secured,No,29
6865,0,29153,125,Vehicle,9.4,Secured,No,9
6866,0,23940,181,Home,7.99,Secured,No,29
6867,1,36205,230,Home,6.24,Secured,No,9
6868,0,20712,54,Education,7.02,Secured,Yes,9
6869,0,24180,204,Home,13.61,Secured,Yes,5
6870,0,9051,196,Education,12.4,Secured,No,13
6871,0,20000,146,Home,10.66,Unsecured,Yes,20
6872,0,34817,191,Home,5.25,Unsecured,No,11
6873,0,21037,21,Education,10.71,Secured,No,27
6874,0,26818,186,Home,7.7,Secured,Yes,18
6875,1,22677,20,Personal,10.07,Secured,Yes,19
6876,0,39959,52,Home,14.24,Secured,Yes,28
6877,0,21946,117,Education,6.93,Unsecured,No,29
6878,1,27566,227,Education,5.39,Secured,No,25
6879,0,11412,173,Vehicle,6.71,Unsecured,Yes,24
6880,0,24352,155,Home,7.08,Secured,Yes,26
6881,0,9017,36,Education,9.38,Secured,Yes,11
6882,0,20000,234,Education,12.02,Unsecured,No,7
6883,0,20000,155,Home,6.37,Unsecured,No,6
6884,0,29029,96,Vehicle,8.03,Secured,No,21
6885,1,19115,100,Education,8.91,Unsecured,No,7
6886,0,14529,74,Home,13.18,Unsecured,No,15
6887,0,23719,14,Education,12.22,Secured,No,16
6888,1,26521,122,Personal,13.24,Unsecured,No,20
6889,0,20000,127,Vehicle,8.64,Unsecured,Yes,5
6890,0,43352,36,Vehicle,10.54,Secured,No,15
6891,0,20000,216,Personal,4.41,Unsecured,No,11
6892,0,5804,234,Personal,4.3,Secured,Yes,27
6893,0,15086,210,Home,4.59,Secured,No,6
6894,0,32380,168,Vehicle,8.51,Unsecured,No,29
6895,0,29509,235,Education,8.12,Unsecured,No,11
6896,0,7740,216,Home,5,Secured,No,15
6897,0,10534,19,Vehicle,10.68,Unsecured,Yes,20
6898,0,20000,100,Vehicle,14.64,Secured,Yes,28
6899,0,24448,96,Home,12.6,Secured,Yes,12
6900,0,21672,217,Home,7.27,Unsecured,Yes,26
6901,0,25619,19,Personal,11.68,Secured,No,18
6902,0,20444,110,Home,12.2,Unsecured,Yes,28
6903,0,20000,219,Education,10.9,Secured,No,16
6904,0,20855,32,Home,7.44,Secured,Yes,23
6905,0,20905,97,Home,12.42,Unsecured,Yes,6
6906,0,28694,209,Personal,6.76,Secured,Yes,15
6907,0,20000,42,Personal,4.1,Secured,Yes,17
6908,0,13270,213,Home,10.66,Unsecured,Yes,10
6909,0,13133,180,Education,4.03,Secured,Yes,18
6910,1,20000,234,Vehicle,11.49,Secured,No,28
6911,0,32191,58,Home,8.67,Unsecured,Yes,8
6912,0,17050,177,Vehicle,7.58,Unsecured,No,16
6913,0,25333,213,Vehicle,6.64,Secured,Yes,12
6914,0,34058,151,Home,4.88,Secured,Yes,18
6915,1,30278,35,Personal,8.12,Secured,No,6
6916,0,30067,98,Home,13.61,Secured,No,13
6917,0,37500,78,Education,5.07,Secured,No,17
6918,1,13815,196,Vehicle,13.37,Unsecured,No,8
6919,0,20000,153,Education,4.11,Secured,No,19
6920,0,25379,13,Personal,5.12,Secured,Yes,15
6921,1,14972,29,Home,12.4,Unsecured,Yes,5
6922,0,25130,20,Home,12.62,Secured,Yes,16
6923,1,26887,70,Home,10.52,Unsecured,Yes,27
6924,0,20608,134,Vehicle,14.4,Unsecured,No,7
6925,0,23042,167,Vehicle,8.22,Secured,Yes,17
6926,0,31137,50,Education,7.72,Secured,Yes,8
6927,0,21354,222,Home,4.1,Secured,Yes,25
6928,1,24905,212,Education,4.95,Unsecured,No,6
6929,0,31283,176,Personal,14.61,Secured,No,24
6930,0,20000,29,Education,10.82,Secured,Yes,8
6931,0,20068,174,Home,10.92,Secured,Yes,25
6932,1,29372,82,Home,5.35,Secured,Yes,27
6933,0,20000,185,Home,11.69,Unsecured,Yes,7
6934,0,23934,76,Vehicle,9.58,Unsecured,Yes,20
6935,0,15126,220,Home,10.92,Secured,Yes,23
6936,0,20000,150,Home,11.12,Secured,Yes,24
6937,0,22071,52,Home,9.03,Unsecured,Yes,14
6938,0,15790,239,Personal,11.74,Secured,No,26
6939,0,20000,126,Vehicle,12.41,Secured,Yes,22
6940,0,20000,119,Education,11.74,Unsecured,Yes,5
6941,1,8563,114,Education,12.84,Secured,No,6
6942,0,10967,68,Personal,12.15,Secured,No,13
6943,0,21532,173,Home,10.69,Unsecured,No,11
6944,0,20897,207,Personal,6.75,Unsecured,Yes,17
6945,0,20264,101,Vehicle,3.78,Unsecured,No,8
6946,0,12927,215,Education,8.67,Unsecured,No,29
6947,0,21496,209,Personal,8.9,Unsecured,No,7
6948,0,20344,192,Home,10.67,Secured,No,21
6949,0,6592,197,Education,9.79,Secured,No,29
6950,0,24637,169,Home,6.65,Secured,Yes,21
6951,0,9120,79,Home,12.73,Secured,Yes,12
6952,0,20000,86,Education,12.92,Secured,No,6
6953,0,20320,118,Personal,9.2,Unsecured,Yes,5
6954,0,23165,158,Personal,8.62,Unsecured,Yes,18
6955,0,13841,15,Home,7.31,Secured,No,28
6956,0,37330,57,Education,8.46,Secured,Yes,29
6957,1,32342,213,Personal,7.13,Unsecured,Yes,5
6958,0,20000,40,Vehicle,9,Unsecured,No,14
6959,1,8039,25,Vehicle,13.54,Unsecured,No,28
6960,0,14159,93,Education,7.74,Unsecured,Yes,23
6961,0,25436,229,Vehicle,4.2,Secured,No,8
6962,0,20000,14,Education,11.9,Secured,Yes,22
6963,0,19953,78,Home,11.62,Unsecured,Yes,29
6964,0,23417,103,Education,14.37,Secured,No,13
6965,0,21928,210,Home,13.66,Secured,Yes,25
6966,0,23215,227,Vehicle,7.63,Secured,Yes,5
6967,0,17945,151,Vehicle,4.98,Unsecured,Yes,21
6968,0,34024,24,Home,4.49,Secured,No,8
6969,0,20000,211,Vehicle,12.41,Secured,Yes,29
6970,0,22935,52,Personal,11.29,Unsecured,Yes,28
6971,0,22786,34,Personal,9.6,Secured,No,6
6972,0,27207,29,Personal,10.3,Unsecured,Yes,16
6973,0,21514,164,Education,14.94,Unsecured,Yes,29
6974,0,21661,205,Personal,8.8,Unsecured,No,24
6975,0,26068,162,Home,9.77,Unsecured,Yes,20
6976,0,20854,218,Education,4.06,Secured,Yes,23
6977,0,8553,76,Personal,5.63,Unsecured,No,28
6978,0,7728,70,Home,10.13,Secured,Yes,22
6979,0,5741,61,Education,14.69,Unsecured,No,6
6980,0,20445,25,Personal,6.72,Secured,Yes,21
6981,0,20352,138,Home,3.68,Secured,Yes,7
6982,0,21307,160,Personal,11.21,Secured,No,25
6983,1,10176,135,Home,4.87,Secured,Yes,6
6984,0,10297,61,Home,10.99,Unsecured,Yes,18
6985,0,13253,39,Home,6.03,Secured,Yes,8
6986,0,20000,115,Education,13.08,Unsecured,Yes,9
6987,0,28318,187,Home,5.02,Unsecured,Yes,11
6988,0,20505,135,Home,11.55,Unsecured,Yes,15
6989,0,35419,219,Education,11.12,Secured,Yes,24
6990,1,27160,46,Home,7.84,Secured,No,18
6991,0,6670,68,Education,14.25,Secured,Yes,27
6992,0,20000,237,Home,13.76,Secured,No,25
6993,0,25107,225,Education,6.96,Secured,No,16
6994,1,25327,159,Personal,3.76,Unsecured,Yes,18
6995,0,12096,115,Education,12.28,Unsecured,Yes,17
6996,0,31498,239,Vehicle,3.72,Secured,Yes,8
6997,0,20747,108,Personal,12.46,Unsecured,No,25
6998,1,5591,65,Personal,11.44,Secured,No,18
6999,0,21096,144,Vehicle,4.74,Secured,No,13
7000,0,20000,29,Personal,14.66,Secured,Yes,17
7001,1,20000,183,Vehicle,4.27,Unsecured,No,26
7002,0,20369,152,Education,13.4,Secured,Yes,28
7003,0,19002,88,Education,6.83,Unsecured,Yes,26
7004,0,12556,123,Vehicle,9.25,Unsecured,No,21
7005,0,26323,123,Home,9.23,Unsecured,No,17
7006,0,25408,114,Vehicle,9.46,Secured,No,27
7007,0,25135,104,Vehicle,6.24,Unsecured,Yes,13
7008,0,20398,159,Home,9.8,Unsecured,No,7
7009,0,24499,229,Education,6.68,Secured,Yes,28
7010,0,26341,173,Education,6.44,Secured,Yes,15
7011,0,33032,224,Home,10.79,Unsecured,No,14
7012,0,5576,165,Home,9.92,Secured,No,12
7013,0,20000,193,Education,10.85,Secured,No,22
7014,0,29675,195,Home,12.6,Unsecured,Yes,15
7015,0,24145,230,Personal,7.44,Unsecured,Yes,5
7016,0,16997,212,Personal,14.88,Secured,No,27
7017,0,20714,100,Personal,9.63,Unsecured,No,14
7018,1,32473,61,Home,7.41,Secured,Yes,22
7019,0,20000,181,Personal,14.06,Unsecured,Yes,23
7020,0,9484,47,Home,6.36,Secured,No,14
7021,0,21148,199,Vehicle,3.51,Secured,Yes,19
7022,1,19115,197,Home,7.83,Unsecured,No,18
7023,0,8501,177,Education,4.47,Unsecured,Yes,8
7024,0,10879,185,Vehicle,14.93,Secured,Yes,6
7025,1,22203,178,Vehicle,10.72,Secured,No,19
7026,0,23775,141,Home,13.48,Unsecured,Yes,9
7027,0,20000,95,Personal,4.13,Unsecured,Yes,22
7028,0,15218,58,Home,11.64,Unsecured,No,29
7029,0,20771,59,Personal,13.92,Unsecured,Yes,21
7030,1,20000,63,Home,13.76,Secured,Yes,15
7031,1,20278,154,Vehicle,9.01,Unsecured,Yes,8
7032,0,26510,88,Personal,5.32,Unsecured,Yes,9
7033,0,20000,13,Personal,13.14,Unsecured,No,5
7034,0,29032,86,Home,9.56,Secured,Yes,29
7035,0,35400,235,Home,4.87,Secured,No,10
7036,0,7458,234,Education,4.47,Unsecured,No,29
7037,0,22067,135,Vehicle,6.81,Secured,Yes,20
7038,0,32863,128,Education,9.77,Secured,Yes,19
7039,1,30919,124,Education,13.57,Secured,No,19
7040,0,20000,39,Education,6.42,Secured,No,18
7041,0,21124,214,Home,11.1,Unsecured,Yes,9
7042,0,21781,180,Home,3.93,Unsecured,Yes,6
7043,0,20083,192,Education,9.47,Unsecured,No,26
7044,1,44073,83,Home,4.39,Secured,Yes,22
7045,0,6355,51,Vehicle,4.72,Unsecured,Yes,22
7046,0,20399,56,Home,6.22,Secured,No,16
7047,1,8548,192,Home,10.91,Unsecured,Yes,24
7048,0,27735,113,Home,8.14,Unsecured,Yes,17
7049,0,25962,32,Home,3.64,Unsecured,No,13
7050,0,23641,190,Home,11.62,Secured,No,7
7051,0,13896,94,Vehicle,6.17,Unsecured,No,13
7052,0,20000,54,Home,7.27,Secured,No,23
7053,0,7698,145,Home,13.39,Unsecured,Yes,18
7054,1,23736,195,Home,5.43,Unsecured,Yes,15
7055,0,20000,126,Vehicle,11.2,Secured,Yes,24
7056,0,20000,217,Home,7.02,Secured,Yes,18
7057,1,20678,101,Education,14.62,Unsecured,Yes,16
7058,0,22817,124,Vehicle,7.89,Secured,Yes,5
7059,0,13416,205,Home,5.18,Unsecured,Yes,11
7060,1,5016,139,Education,12.86,Unsecured,No,8
7061,0,8778,97,Home,10.32,Unsecured,Yes,16
7062,1,27909,222,Education,11.32,Unsecured,Yes,16
7063,0,20606,89,Personal,13.96,Unsecured,No,27
7064,0,6083,156,Education,14.75,Secured,No,5
7065,0,20000,69,Vehicle,6.66,Unsecured,Yes,6
7066,0,20622,114,Vehicle,8.29,Secured,No,7
7067,0,25414,89,Home,13.23,Unsecured,Yes,20
7068,0,23238,219,Home,9.15,Secured,Yes,23
7069,1,20000,80,Home,12.6,Secured,No,20
7070,0,34285,174,Vehicle,7.59,Secured,No,19
7071,0,26256,21,Vehicle,12.08,Secured,Yes,16
7072,0,20027,190,Vehicle,10.79,Unsecured,Yes,28
7073,1,22975,122,Home,5.44,Secured,No,10
7074,0,32724,62,Home,6.77,Secured,Yes,24
7075,1,29886,47,Home,10.79,Secured,No,19
7076,0,29338,82,Education,11.55,Secured,Yes,22
7077,0,34156,42,Home,13.15,Unsecured,No,28
7078,0,23064,80,Home,8.7,Secured,Yes,25
7079,0,23484,61,Personal,7.61,Secured,No,17
7080,0,12458,21,Education,10.02,Secured,No,10
7081,0,23015,140,Vehicle,11.15,Secured,Yes,20
7082,0,21152,225,Home,14.72,Unsecured,No,9
7083,0,31992,120,Home,3.9,Secured,Yes,20
7084,0,20000,148,Home,12.74,Unsecured,Yes,23
7085,0,22749,14,Vehicle,13.98,Unsecured,No,23
7086,0,20000,78,Vehicle,4.83,Secured,No,16
7087,0,21023,216,Education,3.7,Secured,Yes,7
7088,0,21088,202,Education,3.85,Secured,Yes,9
7089,0,25244,55,Education,3.97,Secured,No,15
7090,0,22457,122,Education,11.48,Unsecured,No,23
7091,0,20000,121,Education,9.98,Secured,No,26
7092,0,8571,75,Home,12.6,Unsecured,Yes,6
7093,0,25551,213,Personal,8.7,Unsecured,Yes,18
7094,1,20395,141,Vehicle,9.11,Unsecured,No,11
7095,0,20000,78,Education,10.43,Unsecured,Yes,17
7096,0,35412,93,Vehicle,10.24,Unsecured,Yes,15
7097,0,14836,225,Home,9.36,Unsecured,Yes,5
7098,0,20000,214,Education,5.24,Unsecured,No,9
7099,0,22175,36,Home,8.57,Unsecured,No,6
7100,1,6441,162,Home,14.72,Unsecured,No,15
7101,0,23907,67,Vehicle,9.79,Unsecured,Yes,5
7102,1,28789,207,Personal,5.6,Secured,Yes,27
7103,0,12202,118,Personal,13.73,Unsecured,No,16
7104,0,20600,102,Personal,12.36,Secured,No,5
7105,0,20000,218,Home,6.54,Secured,No,18
7106,0,28128,54,Personal,9.65,Unsecured,Yes,10
7107,0,26550,120,Home,7.76,Unsecured,No,27
7108,1,20000,82,Vehicle,14.7,Unsecured,No,6
7109,1,13670,211,Personal,5.29,Unsecured,No,6
7110,0,20000,66,Personal,9.88,Secured,No,26
7111,0,14943,28,Education,13.83,Unsecured,No,13
7112,0,6027,122,Home,6.62,Unsecured,Yes,7
7113,0,20289,163,Vehicle,9.96,Unsecured,No,21
7114,0,31986,237,Vehicle,4.58,Secured,No,24
7115,0,20938,160,Home,11.03,Secured,No,7
7116,1,6523,159,Personal,3.87,Unsecured,No,9
7117,0,8976,228,Personal,14.43,Unsecured,Yes,7
7118,0,35526,22,Home,12.11,Secured,Yes,6
7119,0,25852,20,Home,6.74,Unsecured,Yes,24
7120,0,25421,153,Vehicle,5.03,Unsecured,No,19
7121,0,9157,162,Vehicle,13.24,Unsecured,No,16
7122,0,36981,42,Education,8.16,Unsecured,Yes,26
7123,0,25377,234,Vehicle,12.23,Secured,No,21
7124,0,7123,154,Home,5.42,Secured,Yes,18
7125,0,36568,165,Personal,4.47,Unsecured,No,29
7126,0,21091,83,Home,6.37,Secured,Yes,6
7127,0,20000,226,Personal,11.2,Unsecured,Yes,5
